,title,label
803, 양경숙 의원LH 직원 땅투기 부당이익 환수법 국회 제출,-1
804, 해양환경공단 평택여수지사 방제대응센터 준공,0
805, 제약바이오협 미국 현지 한인 전문가 단체와 맞손,0
806, 캐쥬얼 다이닝포차 주식소 홍대점 오픈,1
807, Sh수협은행 방카슈랑스펀드 우수직원 초청 신년회 개최,1
808, 땅 투기 의혹 은행권까지 불똥...부적절한 대출도 점검,-1
809, LG에너지솔루션 미국에 배터리 5조원 이상 투자바이든 거부권 의식,0
810, 농식품부 봄철 농작물 저온피해 예방에 총력,-1
811, 롯데백화점 해풍맞고 자란 고흥 햇양파 판매,0
812, SKT 가입자도 다음 달부터 T맵 사용시 데이터 차감,0
813, 롯데백화점 해풍맞고 자란 고흥 햇양파 판매,0
814, 해수부 해기사 시험 13일 실시방역수칙 준수,0
815, 해양환경공단 평택여수지사 방제대응센터 준공,0
816, 권칠승 장관 제2벤처붐 지속 노력개선할 부분 신속 반영,0
817, 원주 중앙선 폐철도에 치악산 바람길 숲 조성,0
818, 강원도에 노인 공공 이불 빨래방 전국 첫 도입,0
819, 강원도 내 농산물가공식품 시장성 사전 조사,0
820, SK하이닉스 인텔 낸드사업부 인수 美 승인초격차 한발,0
821, 과기정통부 28GHz 5G 구축 활성화 TF 발족이통 3사삼성전자 참여,0
822, SKT 티맵 사용자 9월까지 월100MB 무료이후부턴 데이터 차감,0
823, 태양광 풍력 수소연료전지... 에너지산업 일자리 플랫폼 오픈,1
824, 뉴스포커스 신규확진 나흘째 400명대거리두기 2주 더 유지,0
825, 비보존제약도 9개 의약품 판매 중지전국 제조소 30개소 긴급점검,0
826, 대한항공 빅데이터 분석으로 라운지 운영 시스템 개선,0
827, 에기평 에너지산업 일자리 내비게이터 구축,0
828, 인사 보험연수원,0
829, 충청경상 산림 내 무단방치 폐기물 3천400t 수거 추진,0
830, 기재차관 2분기에 일시적 물가 급등 가능성,1
831, 투명병으로 변신한 맥주 카스경쟁자 아닌 소비자 볼 것종합,0
832, 인사보험연수원,0
833, 김용범 2분기 물가 상승률 급등 가능성 높아,1
834, 지앤넷 하이웹넷과 손잡고 보험청구 데이터 전송표준 개발,0
835, 권준학 농협은행장 직원 격려 위해 강원 원주지부 깜짝 방문,0
836, GS건설 LG전자와 자이 스마트홈 구축 맞손,0
837, 넷플릭스 비밀번호 공유 단속 기능 시범 운영,-1
838, KB국민은행 미래금융을 위한 AI체험존 오픈,1
839, 김봉진 외식업에 200억 지원저소득층 자녀에 노트북 지급,0
840, 대우조선 1조1천억원 잭팟원유 운반선 10척 수주,1
841, 최정우 포스코 회장 연임 성공2기 체제 출범,0
842, 최정우 2기 포스코 안전수소에 방점,0
843, 코로나19 신규 확진 대구 4명 경북 9명,0
844, 쿠팡 뉴욕 증시 첫날 공모가 대비 40.7% 상승 마감,0
845, 글로벌 CEO 76% 올해 경제 성장 긍정2012년 이후 최고치,1
846, 마켓컬리 쿠팡 이어 미국 상장 추진김슬아 대표 연내 상장 검토,1
847, 소진공  공유주방 인큐베이팅 주관기관 모집,0
848, 안성 축산물공판장 관련 5명 추가 감염누적 113명,0
849, CJ푸드빌 외식 브랜드 구독 서비스 확대,1
850, 데일리 북한 전면에 농업 생산농번기 앞둔 북한은 바쁘다,0
851, LG에너지솔루션 2025년까지 美서 5조원 투자친환경 선도,0
852, 알바 평균 시급 9262원10명 중 9명 최저임금보다 더 받아,0
853, 게시판 금호석유화학 휴그린 가장 오늘의 창 TV 광고 공개,0
854, 인사 보험연수원,0
855, 이슈앤 직설 쿠팡 뉴욕증시 안착하면 최종 승자는 손정의,0
856, 정 총리 상반기까지 1200만명 1차 접종특수학교보건교사 먼저,0
857, 쿠팡 MA;에 참여 가능성 선 그어김범석 확신없이 안 해,0
858, 대한항공 라운지 관리 시스템 개편탑승권 스캔으로 입장,0
859, 부산 대저 신도시 투기 조사공무원 가족까지 추적,0
860, 코웨이 글로벌 브랜드 모델 방탄소년단 선정경쟁력 확보,0
861, 정부 영국발 항공편 운항중단 조치 내달 1일까지 3주 더 연장,-1
862, 세계 최대 의결권 자문사 삼성전자 사외이사 재선임 반대 권고,0
863, 정세균 상반기 1200만명 접종...내주 접종계획 보완 발표종합,0
864, 모바일 선물 매출 2배↑인터파크 이벤트 연다,1
865, 제주항공 화이트데이 맞아 티켓박스 경품 이벤트,0
866, 부영그룹 부산신항 5단지 부영 사랑으로 어린이집 개원,0
867, 삼성엔지니어링 임직원 289명에 자녀 초교 입학선물 전달,0
868, 마켓컬리 연내 뉴욕증시 상장주관사 검토 중,1
869, 홍남기 부동산대책 흔들림 없이 추진 국민께서도 뜻 함께해달라,-1
870, 단독 코리안리 형제경영 체제로장남 원종익 경영일선에,0
871, 홍영표도 윤석열 겨냥LH 투기는 못잡고 정치만 하다 나가,0
872, 배민 김봉진 외식업에 200억 지원저소득층 자녀에 노트북,0
873, OK저축銀 갈 곳 없는 공모주 청약 환불금 맡기세요,1
874, 은성수 LH 땅 투기 의혹에 제2금융권 토지 대출 살펴보겠다,-1
875, LG계열분리 LX 국토정보공사 우리가 LX 먼저 사용,0
876, 현대百 오픈월과 맞손신진작가 전시 공간 지원한다,1
877, 최정우 포스코 회장 3년 연임 확정,0
878, 신한은행 신한 ESG 우수 상생지원대출 출시,1
879, 새벽배송 마켓컬리 100조 쿠팡 상장 신화 잇나,1
880, 포스코 최정우 회장 연임 친환경 미래사업 집중,0
881, 롯데렌탈 2021년 상반기 공개채용 실시,0
882, 두산인프라코어 2월 중국 굴착기 판매량 264% 증가,1
883, 넷플릭스 비밀번호 공유 몰래 시청 단속한다,-1
884, 중기청 백년 가게소상공인 추가 선정,0
885, 정치권노동계시민단체 3중 압박 딛고 최정우 포스코 회장 연임 성공,0
886, 신도시 투기 의혹 0명에국토부 노조 공정한 업무 수행 확인,-1
887, 美 1인당 1400달러 보조금 주식시장에 흘러들까이슈뒤집기,0
888, 고창 복분자 발효식초 일반 식초보다 항산화물질 3배 이상,0
889, 수협은행 방카펀드 우수직원 초청 신년회 개최,1
890, 한미약품 폐암 신약 포지오티닙 미 FDA 패스트트랙 지정,0
891, WSJ 마켓컬리 연내 美증시 상장 검토,1
892, 이영자 치킨 60계치킨 호랑이치킨 등 신메뉴 3종 출시 기념 이벤트 진행,1
893, 하이트진로 코로나19에도 작년 맥주 판매 12%↑,1
894, 쿠팡 이어 마켓컬리도 상장 추진WSJ 연내 美 상장 검토종합,1
895, 국토부 노조 국토부 연루 직원 0명공정하게 업무 수행 확인,0
896, 친절한 경제 익명성 보장되는 블라인드LH 직원 처벌 가능할까,0
897, 메쉬코리아 배달에 친환경 전기차 시범 도입,0
898, 핫이슈 키워드 셀프 면죄부국회의원 전수조사전세버스 시위김현미의 착각전병헌,0
899, 정부 LH 환골탈태 혁신방안 착수사업 분야별 분리 등 가능성,-1
900, 한난 사이버 위협재난재해 선제차단,0
901,  M 인터뷰 이상엽 車디자인이 곧 도시풍경10년 뒤에도 아름다워야 좋은 車,0
902, 홍남기 LH 차명투기 대출과정도 조사일벌백계에 초점,0
903, 우리카드 2억달러 규모 해외 ESG채권 발행,0
904, KT 주총 위한 전자투표 시스템 운영,0
905, 국민은행 미래 금융을 위한 AI체험존 오픈,1
906, 조현준 효성그룹 회장 지난해 연봉 46억4100만원 수령,0
907, 단독 어서오시게 헬로크랩으로부터 피소 사실 없어맞고소 주장은 거짓,0
908, GGM 기술직 신입사원 2차 공개채용137명 선발,0
909, 단독 BNK 사내이사 10억원 성과급 근거 만든다,0
910, SK하이닉스 인텔 낸드사업부 인수 美 승인받아,0
911, 홍남기 부동산 범죄와의 전쟁 선포LH 환골탈태 혁신방안 마련,0
912, 코스피 3060선 터치 외국인기관 동반 매수에 상승 출발,1
913, 현대홈쇼핑 한국문화재재단과 전통문화 상품 판로 확대 협약 체결,1
914, 가전은 LG아파트는 자이 GS건설 LG전자와 스마트홈 구축 업무협약,0
915, 오렌지라이프 보육원한부모 시설 아동 위한 봉사활동 펼쳐,1
916,  M 인터뷰이상엽 쉐보레 5세대 카마로 콘셉트카 디자인 대박 GM폭스바겐벤틀리 두루 거쳐,1
917, 쿠팡 이어 마켓컬리도연내 뉴욕증시 상장 추진,1
918, 게시판 중기중앙회중기연구원 납품대금 문제 논의,-1
919, 투명병에 담은 오비맥주의 혁신올 뉴 카스 출시,1
920, 反中 연대 쿼드 희토류 공급망 강화에 손 맞잡는다,0
921, 정몽구 현대차그룹 명예회장 서울아산병원에 50억원 기부,0
922, 프라임 법학원 공인노무사 1차 시험 대비 위한 온라인 종합반 론칭,0
923, 인사 방위사업청 과학기술정보통신부,0
924, NYSE 성공 데뷔 쿠팡 김범석 공격적 투자로 좋은 일자리 창출하겠다,1
925, 정세균 총리 백신치료제 상황점검회의 주재,0
926, 신규확진 나흘째 400명대거리두기 2주 더 유지,0
927, NH증권 외화 채권 실시간 중개 서비스 개설,0
928, 제노코 공모가 3만6천원 확정15∼16일 청약,1
929, 마스크 벗는 정세균 총리,0
930, 최정우 포스코 회장 연임 성공2기 체제 출범종합,0
931, DB손보서울창조경제혁신센터 인슈어테크 활성 MOU,1
932, 특허청 중국일본에 상표 출원 전 상품명칭 확인해보세요,0
933, 백신치료제 상황점검회의 참석하는 정세균 총리,0
934, 백신치료제 상황점검회의 주재하는 정세균 총리,0
935, 미세먼지 나쁨 계속.. 3월 공기청정기 매출 가장 높아,0
936, 천안시 부성지구 등 개발지역 투기 들여다본다,0
937, 폰으로 가전제품 제어GS건설LG전자 스마트홈 협약,0
938, 대우조선 1조1천억원 잭팟LNG 이중연료추진 VLCC 10척 수주,1
939, 백신치료제 상황점검회의서 발언하는 정세균 총리,0
940, 부천시 400억원대 지하철 7호선 입찰담합 소송서 최종 승소,-1
941, LH 직원 광명시흥 땅 사모을 때 특정 농협지점에 대출 몰려,0
942, 백신치료제 상황점검회의서 발언하는 정세균 총리,0
943, PSI 컨소시엄 나스닥 상장 청구서 작성 중으로 알려져성공 시 연 매출 약 3천억대 유니콘 등극 예상,1
944, 배민 김봉진 외식업주에 200억 지원저소득층 자녀에는 노트북,0
945, 하이네켄 음주운전 예방 캠페인 영상 공개,0
946, 오비맥주 올 뉴 카스 출시..72시간 저온숙성,1
947, 한국 마켓컬리 연내 뉴욕증시 상장 논의 중 WSJ,1
948, KT 이달 29일 주주총회 개최전자투표 시스템 운영,0
949, 하이트진로 코로나19에도 작년 맥주 판매 12%↑테라 덕분,1
950, 속보 최정우 포스코 회장 연임 성공2기 체제 출범,0
951, 오비맥주 카스 투명색 병 올 뉴 카스로 변신,0
952, 앤츠랩금리 오를 땐 금융주 올드한 공식의 함정,0
953, 펜트하우스2 주연배우 유진 수제버거 브랜드 버거앤프라이즈 광고모델 대세 입증,1
954, 바르다 김선생 새우딤섬튀김만두 출시,1
955, 신한은행 ESG경영 우수기업협력사 금리우대 대출상품 출시,1
956, 증시신상품 SK증권 수익률 전환 자문형 랩 2종,1
957, HSBC 올해 한국 경제 성장률 3.4% 전망내년에도 성장세 유지,1
958, LG에너지솔루션 2025년까지 미국에  5조원 투자배터리 영토 확장,0
959, 여의도 증권가 美 투자자들 쿠팡 성장잠재력 높게 본 것,0
960, LG에너지솔루션 미국에 2025년까지 5조 이상 투자,0
961, 최강시사 김태근 내부 정보 이용한 공직자 부동산 투기 엄벌 입법 통해 제대로 뿌리 뽑아야,0
962, 1보 최정우 포스코 회장 연임2기 체제 출범,0
963, 쿠팡 이어 마켓컬리도 연내 뉴욕증시 상장 추진,1
964, 전국 AI 확진 가금농장 105곳달걀 한판 소비자가 7600원대,0
965, LG Energy Solution announces 4.5 billion U.S. investment plan,0
966, 쿠팡 美급등에국내 관련주들 초강세,1
967, 한국전자홀딩스 쿠팡 미국 증시 상장에 30% 급등,1
968, 튜터링 300만 다운로드 돌파 기념 수강권 11 이벤트 진행,1
969, 비트코인 또 사상 최고가 경신6600만원 돌파,1
970, 현대차기아 지난해 전기차 판매 세계 4위,0
971, 비트코인 6600만원 뚫었다 역대 최고가 경신,1
972, 네카당네이버카카오당근마켓도 믿고 맡기는 코딩 테스트 솔루션 신무경의 Let IT Go,0
973, 홍석천서경석 재기 소상공인 위한 특강,0
974, 속보 코로나19 어제 488명 확진누적 9만4686명,0
975, 롯데 처음처럼 순 알코올 도수 16도로 0.5도 낮춰,0
976, 세계 최대 의결권 자문사 삼성전자 사외이사 재선임 반대 권고,0
977, 해양환경공단 평택여수지사 방제대응센터 준공,0
978, SBA 서울산업진흥원기술보증기금 업무협약 체결 총347억원 지원,1
979, 아로마오일 식품첨가물 둔갑시킨 업체 적발,-1
980, 2040년까지 수소전문기업 1000개 키운다 수소혁신데스크 출범,0
981, 봉진이형이 또 외식업에 200억저소득 학생에 노트북 1만대 지원,0
982, 롯데건설 MZ세대 소통 확대 엘주니어보드 신설,1
983, CJ프레시웨이 단체급식 점포 맞춤형 온오프라인 교육,0
984, SK증권 수익률전환 자문형 랩 2종 출시,1
985, 대우조선해양 1.1조원 규모 각종 선박 10척 수주,1
986, 신한금융그룹 국내 금융사 최초 ESG 하이라이트 발간,0
987, 대우조선해양 LNG 이중연료추진 VLCC 10척 수주,1
988, 쿠팡 이어 마켓컬리도연내 뉴욕증시 상장 검토,1
989, 김용범 기재차관 2분기 물가상승률 높을 것기대 인플레이션 상승,0
990, 배민 김봉진 외식업에 200억 지원저소득층 자녀에 노트북,0
991, 대우조선해양 1.1조원 규모 LNG 이중연료추진 VLCC 10척 수주,1
992, 가스公 내년 발전용 개별요금제 도입 소비자 요금 부담 완화 기대,0
993, 차영주의 금요시장 쿠팡 데뷔 이후가 더 중요최고 수혜주는 네이버,1
994, CJ대한통운 장애인 일자리 확대 협약,1
995, 현대사회 직장인들 타임테크 전략 노려야,0
996, 투기 1차 조사LH 직원 20명 신도시 땅 샀다,0
997, GS25 건강 간편식 강화두부면파스타곤약닭가슴살 등,0
998, 홍남기 LH 투기 대규모 대출 과정 철저 조사,0
999, 아니꼬우면 이직하든가 LH 직원 망언 해고 사유 될 수도,-1
1000, 페이코 보이스피싱뺑소니 등 일상 범죄 무료 보험 출시,1
1001, 발언하는 도미닉 시뇨라 르노삼성차 사장,0
1002, 몽땅뚝딱에서 모든 인테리어 시공 상품 12개월 무이자 할부 지원,0
1003, 르노삼성차 XM3 주축으로 내수 시장 판매 회복,0
1004, 포스코 정기주총,0
1005, 농수산식품유통공사 직거래장터 지원사업 대상자 모집,0
1006, 식약처 안전성 문제있는 의료기기 허가 갱신 차단,-1
1007, 알파고 얼마나 세질까딥마인드 경쟁사 연구인력 영입,0
1008, 한진칼 이사회 의장대표이사 분리 정관 신설,0
1009, 롯데렌탈 상반기 공채 시행,0
1010, 삼성엔지니어링 초등학교 입학 임직원 자녀 289명에 선물,0
1011, 지프 글래디에이터 美 카 앤 드라이버 에디터스 초이스 어워드 선정,0
1012, 동정문성혁 해양수산부 장관,0
1013, DL이앤씨 러시아에서 3271억 원 규모 정유정제 플랜트 수주,1
1014, 홍남기 LH 조사 이제 시작재발방지대책 등 마련,0
1015, 화사 만들던 레고 꽃다발서울신라호텔 객실서 만들어보세요,0
1016, 게시판 CJ대한통운 인천교육청 등과 장애인 일자리 확대 협약,1
1017, KB증권 주식투자 가능 중개형 ISA 출시,1
1018, 우리카드 2억달러 규모 해외 ESG채권 발행,0
1019, SM 실적 둔화 예상으로 4% 하락,-1
1020, 르노삼성 영업본부 내수강화 결의2021 e네트워크 컨벤션 개최,0
1021, 현대백화점 문화예술기업 오픈월 손잡고 신진 작가 전시 지원한다,1
1022, 기재 1차관 2분기 물가 상승률 높게 나올 가능성,0
1023, 르노삼성차 XM3 주축으로 내수 시장 판매 회복,0
1024, Coupang stock up 41 percent on first day of trading,0
1025, 롯데건설 엘주니어 보드 신설MZ세대와 소통 확대,1
1026, DB손보 서울창조경제혁신센터와 인슈어테크 활성화 협약,0
1027, 배민 김봉진 의장 부부 외식업자 지원책교육 불평등 해소책 잇따라 내놔,0
1028, 화이자 코로나19 백신 생산박차올해 목표보다 20%↑,1
1029, 2분기 물가 상승률 높게 나올 것 김용범 차관 또 다시 인플레 경고,-1
1030, 日닛케이지수 美 주가 상승에 0.27%↑출발,1
1031, 신한금융그룹 ESG 하이라이트 발간,0
1032, 게시판 삼성엔지니어링 초등 입학 임직원 자녀들에 선물,0
1033, 우리카드 2억 달러 규모 해외 ESG채권 발행,0
1034, 만능 당 일꾼 거듭 주문하는 북한피타게 노력하라 압박,0
1035, 해외여행 괌부터 떠나보자 티몬 괌 특급호텔 패키지 판매,0
1036, SK바이오사이언스 역대급 청약 흥행따상 성공할까,1
1037, 롯데칠성음료 처음처럼 전면 리뉴얼,0
1038, 머니랩 세상 힙한 터프팅지금이 창업 적기,0
1039, 김용범 기재차관 2분기 일시적 물가 상승률 급등 가능성,1
1040, 지난해 집값 상승률 주요국 중 1위국내요인 71%,1
1041, 김해제주청주대구국제공항 국제공항협회 공항보건인증 획득,0
1042, 민간 참여 문경시 도시재생뉴딜사업 본격 시동 특수목적법인 문경팩토리아 출범,0
1043, 하이트진로 테라 지난해 판매량 105% 증가,1
1044, 비트코인 사상 또 최고가 경신6600만원 넘었다,1
1045, 홍남기 부동산 투기 근절재발 방지 대책 빠른 시일 마련,0
1046, 정부 2분기 일시적으로 물가상승률 높을 수 있어,0
1047, 쿠팡 뉴욕증시 데뷔...김범석 한국인 창의성이 한강의 기적 만들어,1
1048, 오늘의 키워드 메이플스토리 확률형 아이템 0% 논란1등 없는 로또,-1
1049, 뉴욕 증시 훈풍에 코스피 장 초반 1%대 상승3050선,0
1050, 올해 첫 해기사 시험 전국 10개 지역서 실시,0
1051, 코스피 장 초반 1%대 상승3060선 터치종합,0
1052, 코로나19로 건강 관심 높아지자 건강기능식품 수입 16% 증가,1
1053, 국립산림과학원 비 5㎜ 내리면 1.1일간 산불 방지,0
1054, 코스피코스닥 상승 출발,0
1055, 상승 출발한 코스피,0
1056, 코스피 3030.73 출발,0
1057, 코스피 상승 출발,0
1058, 상승 출발하는 코스피,0
1059, 코스피코스닥 상승 출발,0
1060, 상승 출발한 코스피,0
1061, 식약처 블록체인 기반 수입신고확인증 공유 서비스 출시,1
1062, 국내 최고가 넘어선 비트코인 쿠팡 수혜 페이코인 2700원대,1
1063, 기재부 차관 2분기 물가 급등 가능성국제 곡물물가도 상승세,1
1064, 오늘의 키워드 국내 주식 큰손 연기금 매도가 주가 하락 야기,-1
1065, 바이넥스 이어비보존제약도 허가사항과 달리 의약품불법제조,-1
1066, 쿠팡 美증시 상장 공모가 35달러쿠팡 관련주 들썩,1
1067, 오늘의 키워드 정부 1차 조사 성과 있어투기범들 시간만 벌어줘,0
1068, 아모레퍼시픽 친환경 화장품 종이 용기 개발,0
1069, 오늘의 키워드 유럽중앙은행 금리 급등에 채권 매입 속도안정화 의지,1
1070, 삼성엔지니어링 임직원 289명에 자녀 초등학교 입학 선물,0
1071, 화승코퍼레이션 인적분할 마무리15일 변경상장,1
1072, 권준학 농협은행장 노조위원장과 영업점 직원 격려,0
1073, 우리카드 2억달러 규모 ESG채권 발행,0
1074, 김용범 2분기 물가상승률 높을 수도국제곡물값 9개월 상승,0
1075, 홍남기 LH 사태 부동산범죄와 전쟁 각오로 대책 마련,0
1076, DB손보 서울창조경제혁신센터와 인슈어테크 활성화 맞손,0
1077, 정세균 현행 거리두기 2주 연장...5인이상 사적모임 금지 유지종합,0
1078, 경방 타임스퀘어 화이트데이 맞아 선물 프로모션 진행,1
1079, 쿠팡 美증시 상장 첫날 화려한 데뷔잇단 악재에도 시총 100조 넘어,0
1080, 오늘 기업 오늘 사람 SK이노베이션대상구글해서웨이,0
1081, 게시판 DB손보 서울창조경제센터와 인슈어테크 발굴 협력,0
1082, 中日에 상표 출원하기 전 상품명칭부터 확인하세요,0
1083, DL이앤씨 올해 첫 해외수주 3271억 규모 러시아 정유공장 사업,1
1084, 김용범 석유원자재곡물 가격 상승 조짐물가 녹록치 않다,0
1085, 김용범 2분기 물가 상승률 기저효과 등으로 상승 조짐,0
1086, 성남시 공직자 7000여명 대대적인 투기조사 나선다,0
1087, 주말휴일 고속도로풀린 날씨에 주말 교통량 소폭 증가할 듯,1
1088, 아모레퍼시픽 플라스틱 사용량 70% 줄인 종이 튜브 개발,0
1089, DL이앤씨 모스크바 정유공장 현대화 사업 3천억원에 수주,1
1090, 쿠팡 이어 마켓컬리도 뉴욕증시 쏜다WSJ 연내 상장 검토,1
1091, SK하이닉스 인텔 낸드사업부 인수 미국 승인받아,0
1092, 정 총리 현행 거리두기 2주 연장5인 모임 금지도 유지상보,0
1093, 마사회 2021년 장제교육생 모집,0
1094, 권준학 농협은행장 영업점 직원 격려활동 실시,0
1095, 김봉진 배민 의장 외식업주에 200억원저소득층 학생에 노트북 1만대 지원,0
1096, 이슈분석 이커머스 시장 지각변동혁신 경쟁 뜨거워진다,0
1097, 코스피 미국 증시 훈풍에 1% 상승...연기금 51일만에 순매수,0
1098, 김용범 차관 혁신성장 전략점검회의 주재,0
1099, 혁신성장 전략점검회의 발언하는 김용범 차관,0
1100, 김용범 차관 혁신성장 전략점검회의 주재,0
1101, 혁신성장 전략점검회의 발언하는 김용범 차관,0
1102, 뉴욕증시 데뷔 쿠팡 공모가보다 40.7% 상승올해 뉴욕증시 IPO 기업 중 최고 실적,1
1103, 12일 원달러 환율 4.9원 내린 1131.0원 개장,0
1104, 홈플러스 TV 속 조리도구 선봬 집밥족 공략,0
1105, SBA 서울산업진흥원 국내최대 1인 미디어 전문운영사 모집 1.5억원 지원,0
1106, 한미약품 폐암 신약 미 FDA 패스트트랙 지정,0
1107, 홍남기 투기근절책 마련LH 강력히 혁신할 것,0
1108, 경북농기원 복숭아 신품종 개발 속속수출가능 품종도,0
1109, 김용범 유가곡물가 상승 조짐2분기 일시 물가상승률 높을 것,0
1110, 일본 외무상 신임 WTO 사무총장과 첫 통화밀월 관계,0
1111, 남양유업 케어비 1주년 기념 이유식 최대 50% 할인,0
1112, AK홍대 공사 중 벽면 활용한 QR스토어 운영,0
1113, 아크웰 피토 액티브 밸런싱 라인 신제품 4종 출시,1
1114, 기재차관 2분기에 일시적 물가 급등 가능성,1
1115, WSJ 마켓컬리도 연내 뉴욕 증시 상장 검토,1
1116, 정총리 2주간 다중이용시설 및 외국인 노동자 밀집 사업장 집중점검,0
1117, 뭄바이 커리를 집에서 진에어 지니키친 더리얼 신메뉴 출시,1
1118, 캠코 15∼17일 아파트 등 압류재산 397건 공매,0
1119, 김용범 2분기 물가상승률 높게 나올 것,0
1120, 올리브영 여성의 날 맞아 포 우먼 캠페인 전개,0
1121, 개장 코스닥 지수 0.26% 출발 ... 910.41,0
1122, 코스피 1%대 상승 출발장중 3050선 회복,0
1123, 아바타로 메타버스에서 서울관광재단 MICE 팀빌딩 게임 내놓아,0
1124, 롯데칠성 처음처럼 순진으로 라인업 재정비,0
1125, 홍남기 24 주택공급대책 차질없이 추진할 것,0
1126, 지구촌 온실가스 배출 가장 큰 책임 기업은,0
1127, 개장 코스피 지수 0.57% 출발 ... 3030.73,0
1128, 시황코스피 3030.73▲0.57% 코스닥 910.41▲0.26% 원달러 환율 1131.0원▼4.9원 개장,0
1129, 본도시락 코로나19로 인해 높아진 위생 관념 본도시락 통했다,0
1130, 기재차관 국제곡물 등 물가상승 조짐서민생활 피로 경계,0
1131, 모닝 인사이트 쿠팡 차별화 전략으로 경쟁사보다 우위한국 주목해야,1
1132, LG 미국에 5조 배터리 공장 신설 SK 발묶인 사이 공격적 투자,0
1133, 확찐자 증가로 인한 홈트 관심 인바디 체중계도 쿠팡에서 인기 상승,1
1134, 쿠팡 김범석 세계 최대 자본시장에 가는게 맞다고 판단,0
1135, 원달러 환율 4.9원 내린 1131.0원 출발,0
1136, 발언하는 김용범 차관,0
1137, 한국판 뉴딜 어떻게,0
1138, 쿠팡 뉴욕증시 상장 첫날 41% 급등시총 95조원,1
1139, 김용범 기재차관 주재 한국판 뉴딜 점검 TF회의,0
1140, 제9차 혁신성장 전략점검회의,0
1141, 김용범 기재부 1차관 주재 혁신성장 전략 점검회의,0
1142, 한국판 뉴딜 점검 TF 회의,0
1143, 혁신성장 전략 점검회의 주재하는 김용범 기재부 1차관,0
1144, 모두발언하는 김용범 기재부 1차관,0
1145, 충북선 고속화 비정상 달천 철로 걷어내나,0
1146, 한국판 뉴딜 점검 TF회의,0
1147, 농장에서 식탁까지 안전하게인천시 축산물검사 강화,0
1148, 삼성 잃어버린 10년 현실화이재용 재판 최소 3년 걸린다,0
1149, 충북 소상공인 육성자금 소진3차 6월 접수,0
1150, 김용범 기재부 1차관 주재 혁신성장 전략점검회의,0
1151, 김용범 기재부 1차관 정책점검,0
1152, 주말쇼핑가이드 집콕 생활엔 마트 장보기가 필수,0
1153, 하이트진로 지난해 테라 판매량 105% 늘어,0
1154, 신한금투 에스엠 코로나에 4Q실적 저조정상화 기대,0
1155, 정총리 현행 거리두기 2주 연장5인 모임금지 유지,0
1156, 한 단에 9천원 3배로 치솟은 대파다음 달 안정 전망,0
1157, LG 오브제컬렉션 뉴노멀 시대 공간 인테리어 가전 패러다임 변화 이끌다,0
1158, 거리두기 2주 연장5인이상 금지 유지수도권 다중시설 집중점검,0
1159, 프리미엄 바이주 길몽 미국 진출 해외거점 확대,1
1160, 美 FDA 한미약품 항암제 포지오티닙패스트트랙으로 지정,0
1161, 홍남기 부동산 범죄와 전쟁한다는 각오2.4대책 흔들림없이 추진종합,-1
1162, 김용범 다섯번째 인플레이션 경고2분기 물가상승률 높을듯상보,-1
1163, 정 총리 현행 거리두기 2주 연장5인 이상 사적모임 금지상보,0
1164, 김범석 아마존알리바바도 한국 장악 못 해당분간 국내 전념,0
1165, 캠코 359억 규모 압류재산 공매,0
1166, 현대百 신진작가 전시 공간 지원,0
1167, 알바생 평균시급 9262원 최저임금 보다 542원 많아,0
1168, 김용범 기재차관 밥상물가 점차 안정될 것전체 물가는 상승 조짐,0
1169, 쿠팡 상장 첫날 시총 100조 돌파김범석 세계 최대 자본시장에 가는게 맞다고 판단,1
1170, 모두발언 하는 김용범 차관,0
1171, 김용범 차관 혁신성장 전략점검회의 주재,0
1172, 혁신성장 전략점검회의 주재하는 김용범 차관,0
1173, 혁신성장 전략점검회의,0
1174, 제9차 혁신성장 전략점검회의,0
1175, 모두발언하는 김용범 제1차관,0
1176, 부동산 전쟁 선포 홍남기 투기 예방적발처벌환수 대책 마련종합,-1
1177, DL이앤씨 3271억원 규모 러시아 정유공장 현대화 사업 수주,1
1178, 포스코건설 아산 더샵 센트로 12일 견본주택 개관,0
1179, 쌀밀가루 대신 두부면곤약GS25 건강 간편식 강화,0
1180, 기업지배구조원 ESG 모범규준 개정 추진내달 확정,0
1181, 수소 투자기업 끝까지 지원수소혁신데스크 출범,0
1182, 올해 첫 해기사 시험 13일 전국 10개 지역서 실시,0
1183, 일화 제로칼로리 탄산음료 부르르 출시,1
1184, GS25 건강 간편식 라인업 강화,0
1185, 속보정 총리 거리두기 2주 연장5인 이상 모임 금지도 유지,0
1186, 천문연 지구 스친 소행성 아포피스 포착,0
1187, 속보정세균 현행 거리두기 2주연장5인이하 모임금지도 유지,0
1188, 속보김용범 2분기 물가 상승률 높게 나올 수 있다,0
1189, 자판기서 뽑는 집반찬개인 맞춤화장품 길 열려,0
1190, 서울 강남구 강남창업펀드 조성 위한 업무집행조합원 모집,0
1191, 속보丁 현행 거리두기 2주 연장5인 이상 금지 그대로,0
1192, 청주페이 부정불법 유통 단속과태료 최고 2천만원,0
1193, 한미약품 폐암신약 포지오티닙 미FDA 패스트트랙 지정,0
1194, 롯데호텔 유료 멤버십 트레비클럽 리뉴얼 론칭,0
1195, 대구경북 1월 제조업황 호조,0
